type,juri,role,sop,filename,topic_id
ANIMAL,BI,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Deceased animals', 'Use discretion about level of hazard if member is on call ', 'Assign a member if hazard level is high', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",BI - ANIMAL.docx,5
ANIMAL,BU,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Advise Conservation Call Centre ', 'Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation officer as needed']",BU - ANIMAL.docx,5
ANIMAL,DE,dispatcher,"['Animal bites', 'Assign a member', 'Advise member to contact Bylaws of all calls', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Advise Conservation when authorized by field supervisor', 'Dogs at large', 'Assign a member', 'Members can impound a dog in the police kennel by the vehicle bay at the impound shelter', 'A municipal lock 7544 is on the front gate and dog kennel. There is food, water and bedding for them.', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation when authorized by field supervisor']",DE - ANIMAL.docx,5
ANIMAL,DFPF,dispatcher,"['Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Contact the wildlife Conservation officer ']",DFPF - ANIMAL.docx,5
ANIMAL,PO,dispatcher,"['Animal bites', 'Assign a member', 'Advise member to contact Bylaws of all calls', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Advise Conservation when authorized by field supervisor', 'Dogs at large', 'Assign a member', 'Contact Bylaws to assist during business hours', 'Dogs barking', 'Assign a member', 'Deceased animals', 'Assign a member', 'Neglected or injured domestic animals', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Injured wild animals', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation when authorized by field supervisor']",PO - ANIMAL.docx,5
ANIMAL,RI,dispatcher,"['Animal bites', 'Assign member ', 'Animal left in a vehicle', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Dogs barking']",RI - ANIMAL.docx,5
ANIMAL,RM,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",RM - ANIMAL.docx,5
ANIMAL,SC,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Dogs barking', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",SC - ANIMAL.docx,5
ANIMAL,SQ,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",SQ - ANIMAL.docx,5
ANIMAL,SX,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",SX - ANIMAL.docx,5
ANIMAL,UN,dispatcher,"['Animal bites', 'Assign a member', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Dogs at large', 'Assign a member', 'Dogs barking', 'Assign a member', 'Neglected or injured domestic animals', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation as needed']",UN - ANIMAL.docx,5
ANIMAL,WP,dispatcher,"['Animal bites ', 'Assign a member', 'Animal left in a vehicle ', 'Assign a member', 'Bear activity  ', 'Assign a member', 'Advise Conservation office', 'Dogs at large ', 'Assign a member', 'Dogs barking ', 'Assign a member', 'Nuisance animals  ', 'Assign a member', 'Wild animals ', 'Assign a member', 'Advise Conservation as needed']",WP - ANIMAL.docx,5
ANIMAL,WV,dispatcher,"['Animal bites', 'Assign a member', 'Advise member to contact Bylaws of all calls', 'Animal left in a vehicle', 'Assign a member', 'Bear activity ', 'Assign a member', 'Advise Conservation when authorized by field supervisor', 'Dogs at large', 'Assign a member', 'Nuisance animals ', 'Assign a member', 'Wild animals', 'Assign a member', 'Advise Conservation when authorized by field supervisor']",WV - ANIMAL.docx,5
ASSOA,AB,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?', 'Hospital reporting a gunshot or stab wound ', 'Create a call', 'Upgrade to Priority 1 ', 'If Abbotsford Bylaws staff calling for assistance with public being confrontational', 'Create a call', 'Upgrade to Priority 1', 'Assist Public Works – Call out for emergencies', 'If during business hours', 'Refer to Abbotsford Public Works 604-853-5485', 'If after hours', 'Refer to Abbotsford Public Works 604-864-5552']",AB - ASSOA - Assist Other Agency.docx,1
ASSOA,BI,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",BI - ASSOA - Assist Other Agency.docx,1
ASSOA,BU,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",BU - ASSOA - Assist Other Agency.docx,1
ASSOA,DFPF,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?\n']",DFPF - ASSOA - Assist Other Agency.docx,1
ASSOA,NW,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",NW - ASSOA - Assist Other Agency.docx,1
ASSOA,PO,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?', 'Patient transfer notifications – North Fraser Pretrial', 'Create a call', 'Questions', 'Is it a level 1, level 2 or level 3 patient transfer', 'Is this a formal request for escort or notification only', 'Patient’s name and DOB – query on CPIC', 'Where at the hospital is the patient going (ER, X-Ray etc)', 'Number of officers going with the patient', 'Name and cell numbers of members attending', 'ETA']",PO - ASSOA - Assist Other Agency.docx,1
ASSOA,RI,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute', 'Obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?', 'Low risk, compliant prisoner transports from YVR from Genesis security', 'Create a call', 'Note the following information', 'That Genesis security is calling with a prisoner transport', 'Estimated Time of Arrival (ETA)', 'Number of prisoner(s)', 'Gender of prisoner(s)']",RI - ASSOA - Assist Other Agency.docx,1
ASSOA,RM,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",RM - ASSOA - Assist Other Agency.docx,1
ASSOA,SC,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",SC - ASSOA - Assist Other Agency.docx,1
ASSOA,SQ,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",SQ - ASSOA - Assist Other Agency.docx,1
ASSOA,SX,call taker,"['General Procedure', 'Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",SX - ASSOA - Assist Other Agency.docx,1
ASSOA,UN,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",UN - ASSOA - Assist Other Agency.docx,1
ASSOA,VA,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?', 'Call from a Social Worker requesting urgent cover', 'Create a call', 'Upgrade Priority if required', 'Call from a Social Worker requesting routine cover', 'Create a call']",VA - ASSOA - Assist Other Agency.docx,1
ASSOA,WP,call taker,"['Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",WP - ASSOA - Assist Other Agency.docx,1
ASSOA,WV,call taker,"['General Procedure', 'Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?']",WV - ASSOA - Assist Other Agency.docx,1
ASSOA,DE,call taker,"['General Procedure', 'Create a call', 'Obtain the type of investigation or assistance required and enter in the remarks', 'Questions:', 'Is the caller enroute or already standing by?', 'If caller is enroute obtain the location where the member can meet the caller', 'Obtain the description of the vehicle caller will be waiting in', 'If the caller is standing by:', 'Obtain the callers location', 'Ask if anyone being detained?', 'CBSA Radiation Protection Portal Level 1 Notification', 'Create a call', 'Obtain the Radiation Identification (RAID) number', 'Provide VMOCC with the file number', 'Change the priority to a 4', 'CBSA Radiation Protection Portal Level 2 Warning', 'Update the call', 'If there has been a change in the location of the command post, add that to the call', 'Obtain the Radiation Identification (RAID) number', 'Provide VMOCC with the file number', 'Change the priority to a 2', 'CBSA Radiation Protection Portal Level 3 Alert', 'Update the call', 'If there has been a change in the location of the command post, add that to the call', 'Obtain the Radiation Identification (RAID) number', 'Provide VMOCC with the file number', 'Change the priority to a 1']",DE - ASSOA - Assist Other Agency.docx,4
ASSOA,DE,dispatcher,"['General Procedure', 'Assign a member', 'CBSA Radiation Protection Portal Level 1 Notification', 'Assign a member', 'Advise the duty officer', 'Have the duty officer contact CBSA at 604-713-9810', 'Ensure any documentation is faxed to the Delta Police department', 'CBSA Radiation Protection Portal Level 2 Warning', 'Advise the duty officer', 'Have the duty officer contact CBSA at 604-713-9810', 'Ensure any documentation is faxed to the Delta Police department', 'CBSA Radiation Protection Portal Level 3 Alert', 'Advise the duty officer', 'Have the duty officer contact CBSA at 604-713-9810', 'Ensure any documentation is faxed to the Delta Police department']",DE - ASSOA - Assist Other Agency.docx,0
ASSOA,AB,dispatcher,"['Assign a member', 'Requests from the Abbotsford Hospital psychiatric ward to restrain patients', 'Assign a member', 'Advise the Road NCO', 'Hospital reporting a gunshot or stab wound ', 'Advise S/Sgt / Road NCO as soon as possible', 'Assign 2 members', 'If Abbotsford Bylaws staff calling for assistance with public being confrontational', 'Assign a member – priority response']",AB - ASSOA - Assist Other Agency.docx,1
ASSOA,BI,dispatcher,['Assign a member'],BI - ASSOA - Assist Other Agency.docx,2
ASSOA,BU,dispatcher,['Assign a member'],BU - ASSOA - Assist Other Agency.docx,2
ASSOA,DFPF,dispatcher,['Assign a member'],DFPF - ASSOA - Assist Other Agency.docx,2
ASSOA,NW,dispatcher,['Assign a member'],NW - ASSOA - Assist Other Agency.docx,2
ASSOA,PO,dispatcher,"['Assign a member', 'Level 3 patient transfer – North Fraser Pretrial ', 'Notify the NCO and assign to the file', 'Assign a member at NCO request', 'Level 2 patient transfer – North Fraser Pretrial', 'Assign a member ', ' Level 1 patient transfer – North Fraser Pretrial ', 'Notify the NCO and assign to the file', 'Assign resources at NCO request as they will liaise with North Fraser Pretrial']",PO - ASSOA - Assist Other Agency.docx,2
ASSOA,RI,dispatcher,"['Assign a member', 'Low risk, compliant prisoner transports from YVR from Genesis security', 'Advise the Watch Commander', 'Assign a member as directed']",RI - ASSOA - Assist Other Agency.docx,2
ASSOA,RM,dispatcher,"['General Procedure', 'Assign a member']",RM - ASSOA - Assist Other Agency.docx,2
ASSOA,SC,dispatcher,['Assign a member'],SC - ASSOA - Assist Other Agency.docx,2
ASSOA,SQ,dispatcher,['Assign a member'],SQ - ASSOA - Assist Other Agency.docx,2
ASSOA,SX,dispatcher,['Assign a member'],SX - ASSOA - Assist Other Agency.docx,2
ASSOA,UN,dispatcher,['Assign a member'],UN - ASSOA - Assist Other Agency.docx,2
ASSOA,VA,dispatcher,"['Assign a member', 'Call from a Social Worker requesting urgent cover', 'Assign a member', 'Call from a Social Worker requesting routine cover', 'Assign a member']",VA - ASSOA - Assist Other Agency.docx,2
ASSOA,WP,dispatcher,['Assign a member'],WP - ASSOA - Assist Other Agency.docx,2
ASSOA,WV,dispatcher,['Assign a member'],WV - ASSOA - Assist Other Agency.docx,2
ABANDV,BI,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call']",BI - ABANDV - Abandoned vehicle.docx,0
ABANDV,BU,call taker,"['Query the plate (if supplied) on cpic and confirm vehicle status', 'Refer the caller to bylaws', 'No insurance and parked on a public street', 'Create a call']",BU - ABANDV - Abandoned vehicle.docx,0
ABANDV,DFPF,call taker,"['Query the plate (if supplied) on cpic and confirm vehicle status', 'Create a call']",DFPF - ABANDV - Abandoned vehicle.docx,0
ABANDV,NW,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Refer the caller to bylaws']",NW - ABANDV - Abandoned vehicle.docx,0
ABANDV,RI,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call']",RI - ABANDV - Abandoned vehicle.docx,0
ABANDV,RM,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call']",RM - ABANDV - Abandoned vehicle.docx,0
ABANDV,SC,call taker,"['Gibsons – Monday – Friday 0800 – 1630 within town', 'Refer caller to bylaws', 'Gibsons – Weekends, after hours and outside town limits', 'Create a call', 'Sechelt – Monday – Friday 0830 – 1630', 'Refer caller to bylaws', 'Sechelt – Weekends and after hours', 'Create a call', 'Caller is unsatisfied', 'Create a call']",SC - ABANDV - Abandoned vehicle.docx,0
ABANDV,SQ,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call']",SQ - ABANDV - Abandoned vehicle.docx,0
ABANDV,SX,call taker,"['Query the plate (if supplied) on cpic and confirm vehicle status', 'Create a call even if parked on private property']",SX - ABANDV - Abandoned vehicle.docx,0
ABANDV,UN,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'If reported stolen', 'Create a call', 'If not reported stolen', 'If on UBC campus property', 'Refer caller to campus security', 'If on UEL residential land area', 'Create a call']",UN - ABANDV - Abandoned vehicle.docx,0
ABANDV,VA,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'Refer caller to parking enforcement']",VA - ABANDV - Abandoned vehicle.docx,0
ABANDV,WP,call taker,"['Pemberton', 'Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call even if parked on public property.', 'On Highway 99', 'Query the plate (if supplied) on CPIC and confirm vehicle status', 'Create a call', 'Whistler municipal roads and parking lots during business hours', 'Refer caller to bylaws', 'Whistler Day ski parking lots', 'Direct caller to Whistler/Blackcomb ski area. Members do not attend for complaints of vehicles blocking in other vehicles.']",WP - ABANDV - Abandoned vehicle.docx,0
ABANDV,WV,call taker,"['0800 – 2000 hours', 'Query the plate (if supplied) on CPIC and confirm vehicle status', 'Refer caller to bylaws', '2000 – 0800 hours', 'Create a call', 'Cypress Mountain', 'If you get a call from Cypress Security or the public Reporting an Abandoned Auto', 'Create a call', 'Query the plate (if supplied) on CPIC and confirm vehicle status', 'Attempt to find a phone number for the registered owner (R/O) of vehicle ', 'If R/O phone number is located: Update the call ', 'If R/O is not located: Update the call ']",WV - ABANDV - Abandoned vehicle.docx,0
ABANDV,AB,call taker,"['Query the plate (if supplied) on CPIC and confirm vehicle status', 'If vehicle is possibly stolen', 'Refer to  – Theft of vehicle event SOP', 'If vehicle is confirmed stolen', 'On file in Abbotsford', 'Re-queue original file', 'On file with another agency', 'Refer to  – Recovered vehicle event SOP', 'If vehicle is suspicious (i.e. foul odour or extensive damage)', 'Refer to  – Suspicious vehicle event SOP', 'If vehicle is creating a traffic hazard', 'Refer to  – Hazardous situation event SOP', 'If caller is making a parking complaint', 'Refer to  – Parking complaint event SOP', 'In all other instances', 'Create a call']",AB - ABANDV - Abandoned vehicle.docx,1
ABANDV,DE,call taker,"['If vehicle is creating a traffic hazard', 'Refer to DE – HAZARD – Hazardous situation event SOP', 'Query the plate (if supplied) on CPIC and confirm vehicle status', 'If vehicle is on file as possibly stolen', 'Refer to DE – THEFTV – Theft of vehicle event SOP', 'If vehicle is on file as confirmed stolen', 'Refer to DE – RECVEH – Recovered vehicle event SOP', 'If vehicle is suspicious (i.e. foul odour or extensive damage)', 'Refer to DE – SUSPV – Suspicious vehicle event SOP', 'If caller is making a parking complaint', 'Refer to DE – PARK – Parking complaint event SOP', 'In all other instances', 'Create a call']",DE - ABANDV - Abandoned vehicle.docx,1
ABANDV,PO,call taker,"['Create a file', 'Crime vehicle', 'Create file', 'Upgrade to Priority 2', 'If crime vehicle for other agency', 'VRC to other Agency file', 'If Port Moody crime vehicle', 'Requeue original file ', 'Update using AR command']",PO - ABANDV - Abandoned vehicle.docx,1
ABANDV,BU,dispatcher,"['No insurance and parked on a public street', 'Assign a member']",BU - ABANDV - Abandoned vehicle.docx,0
ABANDV,DE,dispatcher,['Assign a member'],DE - ABANDV - Abandoned vehicle.docx,0
ABANDV,DFPF,dispatcher,['Assign a member'],DFPF - ABANDV - Abandoned vehicle.docx,0
ABANDV,PO,dispatcher,"['Assign a member', 'Crime vehicle', 'Assign a member', 'Advise NCO']",PO - ABANDV - Abandoned vehicle.docx,0
ABANDV,RI,dispatcher,['Assign a member '],RI - ABANDV - Abandoned vehicle.docx,0
ABANDV,RM,dispatcher,['Assign a member '],RM - ABANDV - Abandoned vehicle.docx,0
ABANDV,SC,dispatcher,"['Gibsons – Weekends, after hours and outside town limits', 'Assign a member.', 'Sechelt – Weekends and after hours ', 'Assign a member', 'Caller is unsatisfied', 'Assign a member']",SC - ABANDV - Abandoned vehicle.docx,0
ABANDV,SQ,dispatcher,['Assign a member '],SQ - ABANDV - Abandoned vehicle.docx,0
ABANDV,SX,dispatcher,['Assign a member'],SX - ABANDV - Abandoned vehicle.docx,0
ABANDV,UN,dispatcher,['Assign a member'],UN - ABANDV - Abandoned vehicle.docx,0
ABANDV,WP,dispatcher,"['Pemberton', 'Assign a member', 'On highway 99', 'Assign a member']",WP - ABANDV - Abandoned vehicle.docx,0
ABANDV,WV,dispatcher,"['2000 – 0800 hours', 'Assign a member', 'Cypress mountain security ', 'Assign a member', 'If a phone number is obtained, advise the assigned member who will place a call to the RO', 'NCO will determine whether North Shore Search and Rescue is to be called in']",WV - ABANDV - Abandoned vehicle.docx,0
ABANDV,BI,dispatcher,"['Member – on shift', 'Contact Bowen Island Bylaw Officer', 'Assign member if bylaw officer is unavailable or vehicle obstructing traffic in through lanes or intersections.', 'Member – on call', 'Contact Bowen Island Bylaw Officer', 'Notify member to attend only in emergencies']",BI - ABANDV - Abandoned vehicle.docx,1
ABANDV,AB,dispatcher,"['Assign a member ', 'Use the <Forward> command to send a message to ER1 include the following', 'License plate of the vehicle ', 'Vehicle description ', 'Request to add to CPIC']",AB - ABANDV - Abandoned vehicle.docx,2
ARREST,DFPF,call taker,['Do not use'],DFPF - ARREST.docx,0
ARREST,PO,call taker,['Not used'],PO - ARREST.docx,0
ARREST,SQ,call taker,['Do not use'],SQ - ARREST.docx,0
ARREST,AB,call taker,['Do not use'],AB - ARREST.docx,1
ARREST,NW,call taker,['Do not use'],NW - ARREST.docx,1
ARREST,WV,call taker,['Do not use'],WV - ARREST.docx,3
ARREST,RI,call taker,['Do not use'],RI - ARREST.docx,4
ARREST,SC,call taker,['Do not use'],SC - ARREST.docx,5
ARREST,SX,call taker,['Do not use'],SX - ARREST.docx,5
ARREST,BI,call taker,['Do not use'],BI - ARREST.docx,6
ARREST,UN,call taker,['Do not use'],UN - ARREST.docx,6
ARREST,VA,call taker,['Do not use'],VA - ARREST.docx,6
ARREST,BU,call taker,['Do not use'],BU - ARREST.docx,7
ARREST,RM,call taker,['Do not use'],RM - ARREST.docx,7
ARREST,WP,call taker,['Do not use'],WP - ARREST.docx,7
ARREST,DE,call taker,['Do not use'],DE - ARREST.docx,9
ARREST,AB,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",AB - ARREST.docx,1
ARREST,BI,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",BI - ARREST.docx,1
ARREST,BU,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",BU - ARREST.docx,1
ARREST,DE,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",DE - ARREST.docx,1
ARREST,DFPF,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",DFPF - ARREST.docx,1
ARREST,NW,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",NW - ARREST.docx,1
ARREST,RI,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",RI - ARREST.docx,1
ARREST,RM,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",RM - ARREST.docx,1
ARREST,SC,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",SC - ARREST.docx,1
ARREST,SQ,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",SQ - ARREST.docx,1
ARREST,SX,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",SX - ARREST.docx,1
ARREST,UN,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",UN - ARREST.docx,1
ARREST,VA,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",VA - ARREST.docx,1
ARREST,WP,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",WP - ARREST.docx,1
ARREST,WV,dispatcher,"['Create an on view call', 'Remarks and details should include:', 'Location of the arrest', 'Name and DOB of the suspect', 'Nature of the offence', 'If the event is related to another event the calls should be cross-referenced (VRC)']",WV - ARREST.docx,1
ARSON,AB,call taker,"['In progress or Doubt if Fire is out', 'Create a call ', 'Get a co-worker to notify the Fire Department', 'Call from Fire Department', 'Create a call', 'Car Fries and Explosions Relating to a Vehicle', 'Downstream to the Fire Department', 'Fire is Completely Out ', 'Create a call', 'Questions:', 'Type of structure', 'Any injuries?', 'Advise BCAS if injuries', 'Any other person or property in danger?']",AB - ARSON.docx,1
ARSON,BI,call taker,"['In progress or doubt if fire is out', 'Create a call ', 'Get a co-worker to notify the Fire Department', 'Call from Fire Department', 'Create a call', 'Car fires and explosions relating to a vehicle', 'Downstream to the Fire Department', 'Fire is completely out ', 'Create a call', 'Questions:', 'Type of structure', 'Any injuries?', 'Advise BCAS if injuries', 'Any other person or property in danger?']",BI - ARSON.docx,1
ARSON,BU,call taker,"['In progress or doubt if fire is out', 'Create a call ', 'Get a co-worker to notify the Fire Department', 'Call from Fire Department', 'Create a call', 'Car fires and explosions relating to a vehicle', 'Downstream to the Fire Department', 'Fire is completely out ', 'Create a call', 'Questions:', 'Type of structure', 'Any injuries?', 'Advise BCAS if injuries', 'Any other person or property in danger?']",BU - ARSON.docx,1
ARSON,DE,call taker,"['In progress or doubt if fire is out', 'Create a call ', 'Get a co-worker to notify the Fire Department', 'Call from Fire Department', 'Create a call', 'Car fires and explosions relating to a vehicle', 'Downstream to the Fire Department', 'Fire is completely out ', 'Create a call', 'Questions:', 'Type of structure', 'Any injuries?', 'Advise BCAS if injuries', 'Any other person or property in danger?']",DE - ARSON.docx,1
ARSON,NW,call taker,"['In progress or doubt if fire is out', 'Create a call ', 'Get a co-worker to notify the Fire Department', 'Call from Fire Department', 'Create a call', 'Car fires and explosions relating to a vehicle', 'Downstream to the Fire Department', 'Fire is completely out ', 'Create a call', 'Questions:', 'Type of structure', 'Any injuries?', 'Advise BCAS if injuries', 'Any other person or property in danger?']",NW - ARSON.docx,1
